MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1860283	Ubqln2	ubiquilin 2	X		ubiquitin-dependent ERAD pathway			IBA	PTN000073487 	J:265628 	
MGI:1860283	Ubqln2	ubiquilin 2	X		ubiquitin-dependent ERAD pathway			ISO	Q9UHD9 	J:164563 	
MGI:1289301	Ubxn1	UBX domain protein 1	19		negative regulation of ERAD pathway			ISO	Q04323 	J:164563 	
MGI:1915062	Ubxn4	UBX domain protein 4	1		ubiquitin-dependent ERAD pathway			ISO	Q92575 	J:164563 	
MGI:1913780	Ubxn6	UBX domain protein 6	17		ERAD pathway			ISO	Q9BZV1 	J:164563 	
MGI:1337129	Ubxn8	UBX domain protein 8	8		ubiquitin-dependent ERAD pathway			ISO	O00124 	J:164563 	
MGI:1913405	Ufc1	ubiquitin-fold modifier conjugating enzyme 1	1		response to endoplasmic reticulum stress			ISO	Q9Y3C8 	J:164563 J:195351 	
MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	16		ER-associated misfolded protein catabolic process			IBA	PTN000285104 	J:265628 	
MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	16		ER-associated misfolded protein catabolic process			ISO	Q92890 	J:164563 	
MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	16		retrograde protein transport, ER to cytosol			ISO	Q92890 	J:164563 	
MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	16		ubiquitin-dependent ERAD pathway			IBA	PTN000285104 	J:265628 	
MGI:1914740	Ufl1	UFM1 specific ligase 1	4		negative regulation of IRE1-mediated unfolded protein response			ISO	O94874 	J:164563 	
MGI:1914740	Ufl1	UFM1 specific ligase 1	4		response to endoplasmic reticulum stress			IBA	PTN000775177 	J:265628 	
MGI:1914740	Ufl1	UFM1 specific ligase 1	4		response to endoplasmic reticulum stress			IMP		J:238253 	
MGI:1914740	Ufl1	UFM1 specific ligase 1	4		response to endoplasmic reticulum stress			ISO	O94874 	J:164563 J:195351 	
MGI:1915140	Ufm1	ubiquitin-fold modifier 1	3		response to endoplasmic reticulum stress			IMP		J:217277 	
MGI:1915140	Ufm1	ubiquitin-fold modifier 1	3		response to endoplasmic reticulum stress			ISO	P61960 	J:164563 J:195351 	
MGI:2443162	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	1		ER-associated misfolded protein catabolic process			IBA	PTN000132051 	J:265628 	
MGI:1913685	Uggt2	UDP-glucose glycoprotein glucosyltransferase 2	14		ER-associated misfolded protein catabolic process			IBA	PTN000132051 	J:265628 	
MGI:102674	Umod	uromodulin	7		response to endoplasmic reticulum stress			IMP		J:252597 	
MGI:102674	Umod	uromodulin	7		ubiquitin-dependent ERAD pathway			IMP		J:289677 	
MGI:1919857	Usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	3		maintenance of unfolded protein involved in ERAD pathway			ISO	Q92995 	J:164563 	
MGI:1919857	Usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	3		positive regulation of ERAD pathway			ISO	Q92995 	J:164563 	
MGI:1928898	Usp14	ubiquitin specific peptidase 14	18		negative regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	P54578 	J:164563 	
MGI:1918722	Usp19	ubiquitin specific peptidase 19	9		regulation of ERAD pathway			ISO	O94966 	J:164563 	
MGI:1918722	Usp19	ubiquitin specific peptidase 19	9		ubiquitin-dependent ERAD pathway			IBA	PTN000608257 	J:265628 	
MGI:1918722	Usp19	ubiquitin specific peptidase 19	9		ubiquitin-dependent ERAD pathway			ISO	O94966 	J:164563 	
MGI:1353655	Usp25	ubiquitin specific peptidase 25	16		negative regulation of ERAD pathway			ISO	Q9UHP3 	J:164563 	
MGI:1928744	Vapb	vesicle-associated membrane protein, associated protein B and C	2		endoplasmic reticulum unfolded protein response			ISO	O95292 	J:164563 	
MGI:1928744	Vapb	vesicle-associated membrane protein, associated protein B and C	2		IRE1-mediated unfolded protein response			ISO	O95292 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		endoplasmic reticulum stress-induced pre-emptive quality control			ISO	P55072 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		ER-associated misfolded protein catabolic process			IBA	PTN000554506 	J:265628 	
MGI:99919	Vcp	valosin containing protein	4		ER-associated misfolded protein catabolic process			ISO	P55072 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		ERAD pathway			ISO	P55072 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		retrograde protein transport, ER to cytosol			IBA	PTN000554506 	J:265628 	
MGI:99919	Vcp	valosin containing protein	4		retrograde protein transport, ER to cytosol			IMP		J:220515 	
MGI:99919	Vcp	valosin containing protein	4		retrograde protein transport, ER to cytosol			ISO	P55072 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		ubiquitin-dependent ERAD pathway			IBA	PTN000554506 	J:265628 	
MGI:99919	Vcp	valosin containing protein	4		ubiquitin-dependent ERAD pathway			ISO	P55072 	J:164563 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		endoplasmic reticulum unfolded protein response			IBA	PTN000991855 	J:265628 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		endoplasmic reticulum unfolded protein response	happens in type B pancreatic cell,has the participant transcription regulator complex,has the participant nuclear protein-containing complex		IMP		J:171795 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		endoplasmic reticulum unfolded protein response			IMP		J:109537 J:171795 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		negative regulation of ATF6-mediated unfolded protein response			ISO	RGD:68954 	J:155856 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		negative regulation of ATF6-mediated unfolded protein response			ISO	O76024 	J:164563 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:109537 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		negative regulation of response to endoplasmic reticulum stress			ISO	O76024 	J:164563 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		response to endoplasmic reticulum stress			IDA		J:173000 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		response to endoplasmic reticulum stress			ISO	O76024 	J:164563 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		ubiquitin-dependent ERAD pathway	uses UniProtKB:F6VAN0		IMP		J:172947 	
MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	5		ubiquitin-dependent ERAD pathway			ISO	O76024 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		endoplasmic reticulum unfolded protein response			IDA		J:211083 J:215889 	
MGI:98970	Xbp1	X-box binding protein 1	11		endoplasmic reticulum unfolded protein response			ISO	RGD:1303073 	J:155856 	
MGI:98970	Xbp1	X-box binding protein 1	11		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:147348 	
MGI:98970	Xbp1	X-box binding protein 1	11		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	RGD:1303073 	J:155856 	
MGI:98970	Xbp1	X-box binding protein 1	11		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		negative regulation of endoplasmic reticulum unfolded protein response			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of endoplasmic reticulum unfolded protein response			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response			IBA	PTN000999262 	J:265628 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response			IDA		J:215876 J:215890 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	uses UniProtKB:Q9QYI6|uses UniProtKB:Q91YW3|uses UniProtKB:F6VAN0|uses UniProtKB:P20029|uses UniProtKB:Q9QUS4|uses UniProtKB:Q9CXI5|uses UniProtKB:P19182		IMP		J:215656 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		response to endoplasmic reticulum stress			IDA		J:159304 J:215658 J:215876 	
MGI:98970	Xbp1	X-box binding protein 1	11		response to endoplasmic reticulum stress			ISO	P17861 	J:164563 	
MGI:2442596	Yod1	YOD1 deubiquitinase	1		endoplasmic reticulum unfolded protein response			IBA	PTN000329911 	J:265628 	
MGI:2442596	Yod1	YOD1 deubiquitinase	1		endoplasmic reticulum unfolded protein response			ISO	Q5VVQ6 	J:164563 	
MGI:2442596	Yod1	YOD1 deubiquitinase	1		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q5VVQ6 	J:164563 	
MGI:2442596	Yod1	YOD1 deubiquitinase	1		ubiquitin-dependent ERAD pathway			IBA	PTN000329911 	J:265628 	
MGI:2442596	Yod1	YOD1 deubiquitinase	1		ubiquitin-dependent ERAD pathway			ISO	Q5VVQ6 	J:164563 	

